session_id,session_position,session_length,track_id_clean,not_skipped
0_06205c56-06ca-4871-8738-4578ce9142f4,10,10,t_aac09d51-f58a-48e1-8e2c-bf4109f82937,True
0_0620876b-6e48-49f3-bf07-c58150421f14,20,20,t_32407800-d996-4bb3-8328-1630dfd7112a,True
0_0620a555-a020-4729-81be-76d37c647dd1,20,20,t_5beaed86-fc09-4958-8264-6bbda3d1d142,False
0_0620f812-7b28-46e3-a14d-696bbf2fc68c,20,20,t_052abae1-b79f-43ec-af33-29876e9cf99f,True
0_062111bd-d6ca-44fb-b4ca-21c22af28e2f,20,20,t_5935586c-ef56-4c71-a995-862a898c110f,True
0_0621d6b5-24bf-4d20-b43c-3e83a33d7834,15,15,t_0ec7d988-442f-463c-8ab3-5c4f1b1b1ab3,False
0_0621fde4-e970-4799-84ac-1e36780124c9,18,18,t_97f5ce68-328d-4690-891e-55ed364dbd02,True
0_06226759-83cb-4d33-a4d1-3e33d5f00fe4,13,13,t_fa96a50b-0ab2-440b-8d11-5e4daf669b6d,True
0_0622de4a-6027-453a-9b55-cda2881d7d52,15,15,t_235e251a-d6c7-499e-a6cd-459914b14fba,True
0_06237f60-59da-4691-ab91-cc94f76eaff0,13,13,t_18a58833-1be4-4f8a-a511-5cf478290ad0,False
0_06238a33-f12c-4916-9aa1-cdde4b017cff,17,17,t_58dc9797-82fd-49f0-a846-d4938e4ebca5,True
0_0623bba9-7bfc-4645-8f1f-cc51029baa0f,14,14,t_0d423fe0-6f02-4d45-af76-268e5da17e14,False
0_0624196c-1cd8-4507-b786-4ecb3812fff6,19,19,t_7e616ed3-115f-4a97-b90e-d128c392fae0,True
0_06243dfd-52fe-4564-87e4-4a434f11abaa,13,13,t_bf26f2f8-3b27-46dd-a73e-7145772a4d56,True
0_06248eb7-9a50-4648-bb08-b16b78519a0b,17,17,t_3dfa998b-0d2b-4e4e-9046-9251f03a920f,False
0_0624a753-dbf3-407a-867b-45920281e0bc,20,20,t_d52c8bf7-b7ba-4974-9047-9ee350630c76,False
0_0624ded6-6d3e-4d90-b1a6-b52580925d00,13,13,t_a0a9b539-d854-4a3b-a9f1-fa57e5a8ac12,True
0_06254358-adff-4a83-ba0e-7b7eef1114d8,20,20,t_30cd39b2-6c6e-4984-8863-d0f45b43e1ee,False
0_06257ad6-d021-48cf-b866-beef5819c0d7,10,10,t_8defa852-6ce9-4451-86b5-ca815629184f,True
0_06268673-2f5d-46e8-88d5-6d0d5646a50a,20,20,t_65fb369f-898b-4450-9309-110bbd8b9b7b,False
0_0626fbc6-8da4-49d2-85c7-1e9a3185b6da,20,20,t_3fce474e-0d65-4182-8b74-e6ff1c42c890,True
0_062730a7-989c-498a-873f-9bd804b5988c,19,19,t_820af589-2f77-41dc-b537-425cc802220d,False
0_06279ad5-5844-49dd-a434-214898b101b9,11,11,t_32270005-26a1-4763-8ba5-44fcc15f9914,False
0_0627c5b2-0d97-43d7-8035-646ebdf9c6c0,20,20,t_c2bf3d6f-3e8f-4844-9fec-271bd0f26c0f,False
0_0627cdc9-ed43-4c97-ba54-f37a70504a05,11,11,t_2beefee7-e8de-4493-ad34-5d81c19a248e,False
0_0627e7af-35e4-426e-a84b-884cadcf6d69,20,20,t_a998907c-e11c-4a4e-b9d2-b34846bfb839,False
0_0628b775-de62-4ded-a561-2c231004d06d,20,20,t_ccf3ade4-07d4-4982-80a9-8fa2233ad950,False
0_0628eb8b-a4d5-4bc1-910d-5a47703186ce,18,18,t_ec696e33-6ed6-4a9f-9af7-b35ac2c09f3e,False
0_0629828c-0780-4bbd-99f5-12a574db5e70,20,20,t_a8afac0c-d6f8-4df7-b934-5904e2f76fc1,True
0_0629873f-7e4a-4343-94b8-78aaaea361d2,20,20,t_d7c691b5-d2c1-472e-b6c8-09540604d8cc,True
0_0629d96e-56e2-48cc-a6e9-3e4015a8f58b,12,12,t_1af11388-898b-4e59-b492-936630d8a71c,False
0_062a1e53-1b0f-479e-b281-5ae0f6044039,13,13,t_84888e9e-be1e-4702-9e65-345e4b020c17,True
0_062a56dd-ecd3-4c06-9fb5-622e0a68cca6,11,11,t_0b92597d-7d2d-40d2-835f-d763f147fa8f,True
0_062b409f-d5b1-4f89-acc9-ac5b7a1d9c68,10,10,t_2c8e98a8-b5b0-4203-b753-8ba7d27a0c04,True
0_062b477b-af87-4e77-b415-4a07b1e13efd,16,16,t_9229bbff-130d-4668-8e84-6b35c7b7cea0,True
0_062b910a-cd14-4b7a-a44a-dd889f85a51c,20,20,t_d58e5d40-f368-4aaf-b66b-c33fb77e12de,False
0_062bb8d7-5853-4d2f-9c6c-a8ef45b6c3a5,20,20,t_5be8b843-309a-4d0b-bc2c-7e68f24f923c,True
0_062bc2e1-31a4-478e-ba4f-8466d1c34ee6,10,10,t_bc857678-889b-475c-91d7-4d024367baa0,True
0_062d542a-3e66-4257-87de-64f7d7478652,20,20,t_e105e2e6-ae3c-4b5d-aa11-7939922395ca,False
0_062e6fe5-d28b-4d9e-b37f-8056166c0790,17,17,t_43846fa6-fdcc-4207-8a18-2e409fe82923,True
0_062ea131-9778-463d-b539-38a15c359187,20,20,t_ede966dc-cb98-4880-884f-bc7760285a17,True
0_062f416c-eabf-4bb1-b416-673da1427af6,20,20,t_769a8a71-9cd3-468c-b84e-56de4ee243bb,True
0_062fc35b-054f-40fa-8c83-5af49859c212,10,10,t_8f545118-c663-4f8f-9f94-c2d03e75a05e,False
0_06303a14-54ea-463e-98aa-d9b65ab4e4cc,19,19,t_f3b4c310-2223-4aa3-8116-6163e0e1581a,True
0_06305ace-a8e3-4541-bae6-bcc09a389abc,20,20,t_bf17338d-830d-4890-b8e9-8ba41bb3349f,False
0_0630efef-b63f-4093-8d21-a2abf2f33d2b,20,20,t_fb588cbd-afee-4155-86a4-f8715942de28,False
0_0630f32f-fb62-47ac-9ec4-7f4141f0f927,20,20,t_4319026b-d2b5-478d-bf37-8f2873645c5c,False
0_06311878-29ec-4f45-959b-d7bc48dc8cc3,20,20,t_6d9072d5-f9f3-4334-9b11-c9d421c9b1be,False
0_063148ba-0017-40aa-a107-4050494f38f7,20,20,t_6ea6d69d-c831-431b-8f1b-2533a3375bef,True
0_06318558-01bb-4e0e-a3ae-523b4674797f,20,20,t_580ccfc8-634c-48c5-9438-e5acfb0f7711,False
0_06318e33-67e3-4329-a3c3-6bd4ee259ebe,20,20,t_1dba18ad-1ddb-4e97-983b-4af57e18d84a,False
0_0632a822-814a-4ca4-8513-3ccdec899543,20,20,t_1fff166b-9ed9-47c4-b395-44aef7665e5d,True
0_06330f79-e6de-4d54-b220-4dd55d85c1c1,17,17,t_01444089-cb49-4020-866a-60730bef17e1,False
0_06337a41-37a8-491d-9c19-c91c9f1cea29,12,12,t_4a175706-0902-408a-ad4e-0a918fd7a23f,False
0_0633fcb4-5370-4bbb-acf9-f41548d6df60,20,20,t_b247e651-5473-45e3-a627-d0bb79546594,True
0_0634446c-68f5-4e27-b2e6-f04111c6cf22,20,20,t_0bd64b9c-a57e-43f3-b262-a84cb8edd8f1,False
0_0634537a-763c-46a5-9b9c-43fc43355e6d,20,20,t_c2c30bd0-1e8f-446f-ae5e-06da46e38577,False
0_0635b35b-a7e6-4034-a961-eea48336e73a,20,20,t_4ec0b719-3dda-4a58-b458-fe7298de09a5,False
0_0636a0f0-7ca6-4fff-a9dc-fd436f695260,11,11,t_4319026b-d2b5-478d-bf37-8f2873645c5c,True
0_0636a736-329e-4e28-96e0-fb177df24017,20,20,t_d7e6602f-b181-4d3d-bc89-d8593f4e3c37,True
0_0636ec6b-414e-4898-bbcc-00d8cedf1e1c,20,20,t_a4f0284a-8b33-4b27-a979-563cbf181b06,True
0_063792cb-c322-4148-be97-e038cb3a0d90,20,20,t_b5999edb-fa3c-4db6-a963-46a5141dfbd3,True
0_0637e7c2-15f9-43a3-993c-ed58b432ea41,16,16,t_ccf4acd9-c1c2-4e96-8a3d-071445f495e5,True
0_0637f48f-7641-444e-a367-093c55993f90,20,20,t_eb5090e3-d0fb-4954-ac08-254a42e75fd1,False
0_063822d1-e253-4178-a833-eea43aa4aadf,17,17,t_4e9fbf17-cd6c-4660-ad20-45fd652e3505,False
0_0638ac2a-5d7a-4059-9699-e56c65fd760b,20,20,t_1d57e709-7cfa-460a-a854-3700b20a16d2,False
0_063958c1-0714-4532-a187-da881c6a62d1,10,10,t_575964e1-d488-4929-9efe-e63ee8586d12,False
0_06397272-8f0b-4c65-a177-e8f59e02e60d,20,20,t_5943448a-3ef3-4d60-bf73-3b22ac6e759f,True
0_06398502-a2bf-46c4-ae0c-3db82e1a4c85,20,20,t_47fb87b2-543d-4d9b-bc6a-4d0286006da9,True
0_0639aca1-8239-47b8-8993-170f1399d871,20,20,t_0f123593-5cb5-42ec-b4db-fb291a2e5eb9,False
0_0639cd4f-eb3b-4027-bbad-24f08c4af631,15,15,t_e704310b-2db0-4925-adc7-d440e1c1aed9,False
0_063a869e-4573-47f6-9404-67eb81921b1c,20,20,t_8d3f3555-75f2-4492-909f-1a0ce7774587,False
0_063ac108-1623-4dbd-95f2-e63fdeda631b,20,20,t_16cdba9e-4eea-48e4-9103-0d09a0aeac87,True
0_063ad56e-c81c-4d96-b4c4-87ac4d905086,13,13,t_9232e41e-7165-4097-8e16-c6dafc5b1ef2,True
0_063bb60f-9424-4581-b51f-4726d9b0a22b,19,19,t_23a75a84-2b59-4554-b34d-36b929f46b3e,False
0_063c2226-c9b8-42a5-9d5a-863aae58277b,13,13,t_545911d1-cfff-4bff-8f62-c3461f366fa2,True
0_063c2e73-a274-446f-9792-f574f843618f,15,15,t_19317332-b51e-48f7-a998-0e8084d57e12,True
0_063ccaa1-a9be-4ca3-9d94-9cc626a59e42,17,17,t_28e670b5-233f-42bf-be6a-9f8df583f028,False
0_063cf8b5-b647-41c5-a85a-146d57789c00,15,15,t_4feb2e36-afcf-4377-adb8-223d99b4c7ac,False
0_063d0fd0-133b-4c6d-aa84-97cd62caf849,20,20,t_14744721-2ee5-4637-97be-b8cf76ca31c7,True
0_063da342-6fe4-42bc-8f17-c4450a39b995,10,10,t_62e2b85b-8a03-48a9-9b11-4e6bedca94ae,False
0_063da6c0-611d-485e-96b0-9f092ac26d76,15,15,t_a1cdea8a-6d35-488f-8ff2-63f62ddd459c,True
0_063db1c1-1b3d-4c06-9e98-4374bd729da1,20,20,t_5589465a-e929-4a3d-8bd4-08e550709848,False
0_063eb034-76bb-405a-8be6-8eb6e0bc7171,20,20,t_d39ce496-5a97-45af-8927-6b526216ae38,True
0_063fa466-e441-4c1d-a202-da67cb488b8e,20,20,t_1068d23a-869d-4d5d-9555-f6fd1744541e,False
0_063fdca8-814f-4731-b448-10a5429abc9b,20,20,t_5478b5f2-f2bb-4ebb-808b-9c14ee50950c,False
0_06407395-f7d4-4f15-9aaf-38698f3e027c,13,13,t_29a3895e-2c91-49a6-9383-6a71c597390d,False
0_0640db7d-8c4a-4cc9-91d2-86c091e29eaf,20,20,t_78a86cf7-7678-4414-ac14-565cded04a94,False
0_064206bd-a1a7-4c5f-8d13-2b9aa6ede947,20,20,t_8ec68764-b881-40d8-bf43-ecd47341a984,True
0_06420e57-11d1-47d1-aac4-d3a440d3901e,13,13,t_dd67ffff-63a0-46c1-b796-27cebc212afc,True
0_064336c6-6fcd-4b41-af2c-ab372ab21941,12,12,t_4755ddd1-f2a1-4dfa-bbd4-59dc15de6bbe,False
0_06443f4c-def7-4ce8-8710-6764b6a77bf7,15,15,t_c69023fe-1d5a-4b19-ad17-c491183d40ab,True
0_064445e6-e604-4ec0-9e33-87941d4892f8,13,13,t_36845b5e-e8af-42f3-b619-f85c9a7ddb21,False
0_064489eb-d259-4d0e-940b-c8cc7a168f39,15,15,t_979b13c3-3ff6-491f-8cd1-b88045410ee1,False
0_0644f449-9ee0-42e1-82ab-ef5f2ae47de6,20,20,t_6f65a81f-bbf0-4995-87e1-7d19a7cad2cd,False
0_06458af5-10de-40c0-b00a-4f401f7b3183,20,20,t_05be80e3-ae67-4358-9f42-c0ce2485cdd7,False
0_0645b013-84a4-4313-8d9d-873930b24aa8,20,20,t_9bd698b5-7af2-4212-b330-bcfabc75e68c,False
0_0645c67a-8191-42fb-8577-902994f7b153,11,11,t_a66ea088-b357-449a-8a1e-64dd0b8d6cb5,True
0_0645f53d-63cd-4bb8-80be-01b58bb9998f,11,11,t_32403698-3391-4dca-92e5-53b3e47f55eb,False
0_06460f63-7d90-41c5-86eb-dc61e8a39904,20,20,t_e704310b-2db0-4925-adc7-d440e1c1aed9,False
0_06461387-bd7f-453f-8cba-20c5976fa464,20,20,t_f9e716a4-2403-4c9c-b84e-90e140b40750,False
0_06468172-112f-47b3-b92d-7789aca9b0b5,20,20,t_4197ffef-0f02-41e5-8468-dcddc1d4563f,False
0_06475d09-6c39-4e1e-8031-4b3fc3f0f012,10,10,t_98e73634-8f33-4275-b544-3451553f431e,False
0_06485dbd-9471-4575-bb8f-a037864456c4,19,19,t_f3c3c11b-76c3-401e-afbc-0182f37629bc,True
0_064873b6-c03e-40e8-853f-9976bf851bbe,20,20,t_a4fffc7f-7c35-4c52-981e-5985172734be,True
0_0648c632-d7de-45da-9a10-5e5d06b67ddb,20,20,t_e84e5e3b-a1e1-4496-91db-282580b2479d,False
0_0648cc69-5134-493f-aba6-ce109cfbcd0f,20,20,t_8c5801fe-2878-4784-b9b4-44724cf3cffc,False
0_06493f15-90be-4239-9352-849210f8ff3a,20,20,t_f9e716a4-2403-4c9c-b84e-90e140b40750,True
0_0649a3f6-2e45-43b4-9f6a-6993e2053af6,13,13,t_9842ea6f-2d81-421a-974d-70ce5d81ab8f,True
0_0649cabc-fd30-4cc3-9202-5c4e88a245fe,16,16,t_afbccb8e-05df-4c70-bda7-4c611c2f0a17,True
0_0649f31b-9766-40c0-885a-807979ade86a,17,17,t_b18da5b1-a679-4c64-97b0-f5abb903a5e7,False
0_064a32ef-04c9-4434-9c22-707a48746591,12,12,t_fe5bcdbb-879c-486f-85e0-78bec8af93d1,True
0_064a9d8b-cc14-4c1d-b48b-431c0cb802c0,10,10,t_859d57d7-bd81-4bc8-8ac1-c20055137ee3,True
0_064ab247-3bd8-4bcc-b002-dd0a1daf1c0b,20,20,t_afdb6697-7709-4193-90ea-cc846c6f75dc,True
0_064b19cc-23e8-493d-ba42-3b73a232db20,15,15,t_74ad06bb-e59e-4627-8ca3-f4e0a64cc7f7,True
0_064b229c-7984-4a4b-a9b0-85ff78ba8b06,18,18,t_7b621b70-3cfb-4c6f-aaa1-94b4cd5fd710,False
0_064b29c7-1d24-4800-83a7-2c14f7d96deb,20,20,t_8f9f2397-334b-48ee-9120-96d9ddf32f92,False
0_064b3d36-63cb-4899-b99f-e9b703a548cb,10,10,t_787d395b-fc3f-4abb-9328-f9acc7a0a8b7,False
0_064b4486-53ec-4385-9ff7-5efdb30debcf,10,10,t_1e1d0f01-a6f4-479c-9e2b-161d6005e86a,False
0_064b655d-8a10-4add-8cec-d4bbba71fc8b,10,10,t_243535da-9183-44cb-a7f2-6f65a1e4afe2,True
0_064be1d5-5389-4890-855a-9e8accc9fbf2,10,10,t_051dbc2c-dc83-4988-9551-680f70968f07,False
0_064d9db0-6b53-4095-b138-4b58e89cc0a8,14,14,t_ea93cb89-a898-44d9-8696-4fccb2b1567e,False
0_064f48b2-a7d1-436d-8676-68dd876df00b,20,20,t_b4172a2b-9193-4653-af34-337947007b9b,False
0_064f5fd9-adf5-426f-a7d2-143d94072269,20,20,t_4235b141-7237-47b8-8577-10dbfdff6ec5,True
0_064f7218-a4e2-4b0b-b05e-619866e460fe,20,20,t_850d8512-c369-4b6c-9923-788084ff2659,False
0_064f78da-072d-4d6d-8ad0-d614520290a6,20,20,t_dececf40-4f6b-4335-a8f5-9bd4b2e69f95,False
0_06500553-bbde-40d8-afbf-c1903a50989b,20,20,t_6e89aa69-2def-42df-9c09-a6c4991111bb,False
0_06503974-e7c0-42ac-872b-5207d0c023af,20,20,t_009d5c27-74e8-436b-9b1f-86a0f4249662,True
0_0650599a-3535-457e-99a7-f48293b7cf4d,14,14,t_cc28bbc5-cf5c-4c35-bb38-0db231f7f9eb,True
0_06505dc1-2a95-4bcc-ac63-3befb5896e55,13,13,t_c5cbdc3d-b857-4144-9285-5f51e6479c75,False
0_06506eb1-6076-4178-a9b6-a4c570908482,11,11,t_f5205a27-c6b0-4c4d-b45f-312798372619,False
0_065142d8-f1bf-46c2-b4ab-ada2a4519e94,20,20,t_718de331-82ac-4332-8296-32134d04f0aa,False
0_065176a8-825d-406b-9357-adf5ee26637e,20,20,t_161cb7c0-0228-4425-bd26-c20873364f96,False
0_065187f8-3e34-486f-868c-7f6cefbde933,20,20,t_35837f65-a06b-4164-8376-8e6cf758b577,False
0_0651e81e-d9ac-4992-8994-dd0414d073ee,11,11,t_606e7149-4a68-468e-bb7c-86a8a369c4b1,False
0_06524b33-e412-4474-8615-193c880b91d8,20,20,t_d36286ac-1771-4802-987b-1076110de98a,False
0_06529f5f-82a3-4a57-a39c-04b04b17a7db,15,15,t_3b8ecde1-b7e9-4ecf-bf0f-d61d67a16b0a,False
0_065308f1-ced7-4318-be2a-de3eaa516f2d,16,16,t_955eed8e-0b02-4d87-888c-e04567f576c9,False
0_0653f90e-fc1d-48dc-954d-1ad849489fa3,10,10,t_90788df7-fc13-4b91-8da1-d75bc5851328,False
0_06545a42-f5f9-4ca0-9c87-35caced7211f,10,10,t_309812b2-11d2-47ed-90fb-c0dbf25b0866,False
0_0654d8a8-4f74-4ded-88cc-affcc247d0f3,20,20,t_6deead51-8ff2-47fc-9495-9ceb2e54f1e1,False
0_065532e3-d6e3-48ec-9e4c-3d7a1879b01a,20,20,t_600b4e2d-1842-47e2-a4ac-354c847bd8ad,False
0_06555c80-faac-4a85-bfed-05639d8dc551,20,20,t_f5cc5e37-ae7f-4788-a8e2-bbffb66eae62,False
0_065560c5-eb28-41fb-9253-969e90a28a60,20,20,t_611aebeb-cb0f-43d1-b264-667f0df7c0b4,True
0_06556290-273d-4057-b52c-6b4ccb4ad9a1,20,20,t_e422e092-d904-4f96-9934-06aceb3eb1bf,False
0_0655c700-c412-471a-afc9-fb786ed807d6,20,20,t_5c3f23dc-e391-4a3f-b8a6-31eb5dfe5112,True
0_06572b5d-5d8c-43c6-982a-18432a0c9327,16,16,t_1068d23a-869d-4d5d-9555-f6fd1744541e,False
0_06590d2b-43e6-4193-900f-dfc5efcb1eb6,20,20,t_e080b894-c9ba-402f-9254-c3672b0cfc27,False
0_06592d21-accb-4143-9c82-34d3ad868d41,20,20,t_e2828d65-c6f7-43fe-9f24-5165fac0a26d,True
0_0659345f-9dc2-46f3-b852-e159181d654f,20,20,t_40514123-45df-40a3-9b06-4509fd43b750,True
0_0659a9e6-6b8a-458d-bbd4-875d59a186d7,20,20,t_ab55b9b5-3a1a-46a4-b58a-1c29136a08e2,False
0_0659d03a-2388-4e8c-8b66-f85cac76f408,20,20,t_1b8ea731-4ff2-4805-b5fc-01c137134bed,True
0_065a3b6f-2879-4577-9eec-385fed9824a3,10,10,t_a2916af3-a2ae-4786-97ea-b2ec8917de27,False
0_065a8116-f677-4f2c-a5ea-54aa067f9634,20,20,t_32e87329-dc44-4419-a7ac-7778b3949d62,False
0_065a8e32-89f1-4942-a419-adf9c421dfb2,20,20,t_89807da4-3fcc-4f07-9133-83875b675a34,True
0_065abdaf-20ec-44b9-be84-27f550ae8444,20,20,t_a46b2b7f-dad5-413c-8bf4-acce845f17c8,False
0_065b08aa-33da-42f6-bf46-a3ffd2262784,20,20,t_963b233c-d991-4883-80bd-19cac61bdb3c,True
0_065bc15e-172a-4e37-a94e-855faf13d936,10,10,t_a6e76e4a-c95e-4fea-80d0-26b9f18d6604,True
0_065bcd2c-ab6b-4ebf-9556-6d0da23c5ef9,20,20,t_34de6ce0-3e4e-469e-8347-097bab6cc108,False
0_065bd054-8d4b-4b3e-a8ba-37211ab417c6,15,15,t_b3db6567-f986-4b8f-bd7a-04057448ab3a,True
0_065cde3b-8beb-4e0d-994e-3e8a3f957e8c,10,10,t_ab55b9b5-3a1a-46a4-b58a-1c29136a08e2,False
0_065d28b9-a3da-42b4-b27f-bb2f27f7afa3,20,20,t_bfe9ae70-8add-43f6-903c-faf793b2d9c1,False
0_065d5823-d1fd-4b31-8b10-ecc0e85bdb95,13,13,t_cf345095-b23c-4782-9279-5e82f97973d7,False
0_065d9d16-9332-40da-abe4-cd0d0404458d,17,17,t_0eb4c789-d68d-4850-80cd-70d1d29e0542,False
0_065e0810-169d-428d-934c-8ba16f32008b,20,20,t_2abf4846-d0ee-4f9a-b918-66ff435ab05f,False
0_065e99d0-4703-4151-83da-8a4986b199be,14,14,t_5718ab08-3a15-4d3f-9e63-42b2f6805e31,False
0_065ea21b-a218-4970-b2ce-11e48f1532fb,20,20,t_98223088-8733-4aff-91e4-22a04c02fd19,True
0_065ed3f2-dc3a-413f-ad36-426dee2a8525,12,12,t_9b5f9f2a-b47d-4da5-8b58-80aedb987c18,False
0_065eeda8-048a-4c47-95b0-4cb3c47b7d1d,10,10,t_f5205a27-c6b0-4c4d-b45f-312798372619,False
0_065f155d-e786-4290-a493-c6099c1fadbd,12,12,t_bc7b186f-6579-4c45-a447-f16d6397808f,False
0_065f296e-4c65-4140-a4e2-bd8444b1f33f,20,20,t_7df3f45b-3d39-45a0-8c44-2a678c896ca0,False
0_065f302b-7fbd-4491-82ce-19cda26af1ba,20,20,t_c3cb5230-0b72-4158-9db5-e381c178c9b0,False
0_06603f3b-3e0f-44a6-830f-6af67adf276b,20,20,t_71ec3e5a-6bb0-4f55-9f45-f048c03d05d6,False
0_06608157-d978-4c1c-a6ff-a4d08ca84614,20,20,t_8286cced-27af-41b2-be48-7d1a18e934b6,False
0_06609cc6-24bd-498f-859d-06279b5d8004,18,18,t_a556886e-7ffd-48c9-9de4-61e55a08e73b,True
0_0660dff0-a6d6-40ec-adeb-c64141750b68,20,20,t_f8fefff9-3db1-4883-8b66-09ef4266e91e,False
0_06611c06-8004-4b56-924e-6b5d9abd2bc7,20,20,t_3a02781c-e83a-4721-aa1a-3481958b221b,True
0_06617b1a-ce50-40bd-a334-6f732ec1e962,20,20,t_b7a3853e-38b7-4af3-8f22-0f1940a72b3d,False
0_0661d8d3-ae85-4b62-93cb-e7ac3936e056,13,13,t_961de7f8-b1a2-48c7-a3b7-e33f8bc86257,True
0_0661f8e0-6ff5-4eeb-9598-f05e9da944e8,15,15,t_813fd49d-8a4a-4ba3-8762-ccdb84afa166,True
0_06622dc4-bb10-43f2-a669-494528233573,20,20,t_97f5ce68-328d-4690-891e-55ed364dbd02,False
0_0662f1ac-40f1-4b45-a933-2fee5696f370,20,20,t_90d47310-dd66-4f16-bed6-f22bebf2c0be,False
0_06634be5-c7e1-448a-9725-eb5dc7a30d7f,20,20,t_e52046d5-4d56-48ac-a88e-006dbd43d6f1,True
0_06640451-7319-4fc8-a366-11847db8cbe4,20,20,t_a1a71801-ba29-483f-b223-b0f7d3429518,False
0_06648e6a-27a0-4cb8-977f-fade4ad810c8,13,13,t_98ad829e-016a-4728-923b-c70f71310d65,False
0_0665baa4-464f-412d-8af9-6d37f9de2269,20,20,t_01d7104d-d28c-4c56-9012-d22ef2b8bdc9,True
0_0665e648-a89b-49e0-aae7-cdd5f383fe9b,20,20,t_068fa0c3-5899-4e75-a5f8-338941181bda,True
0_06671dea-8c01-4cde-9fdc-3707de61c30d,16,16,t_39687d33-eea2-4c00-be4c-1f49d5b56336,False
0_066760d1-43f4-43cf-8e6c-321024052bb0,18,18,t_6af5de9f-d439-4da0-8c73-f7ba4ef3936b,True
0_06678a00-ba18-4722-8125-6edd6552ea45,11,11,t_668f90a4-3d87-4044-a874-2388b4fac8b0,True
0_0667f95a-6026-451d-8e4c-89a37c09f433,10,10,t_deec9e59-7cf2-4087-9633-1aa89ab1dac0,False
0_06689486-1528-443f-9936-7cd429889806,14,14,t_6ffef462-5b14-42ba-9107-3b175c464208,True
0_0668a530-b5d7-4372-99ad-ae16340228dd,20,20,t_fa64cc76-2fb2-4f4e-a6ce-d12b69844d3d,False
0_0668c091-5b6c-40e1-b0ce-6aa130103617,12,12,t_22896153-b592-4ac5-8a64-c62ba62de533,False
0_06692a86-855d-4bf6-a2a2-3242d772d67a,19,19,t_07dcbfd7-8057-4493-ac14-764dc7619da9,True
0_066968f0-fe6b-4ace-b416-5c7369e9056e,20,20,t_9e247c14-9b5b-4e7b-a6ca-c82bf5647df3,False
0_066a590c-9770-411f-9a00-8b72bd174bd2,20,20,t_0f123593-5cb5-42ec-b4db-fb291a2e5eb9,False
0_066aac18-3287-4514-b9be-f5cb52fb8a84,20,20,t_4cd5a59a-9f9f-4a54-9e09-015ef2fe2c55,False
0_066ba48d-b84c-4545-9829-b86966a39254,20,20,t_b3fb81c4-da4f-459e-af04-61c574fb09aa,False
0_066bbe67-dd5d-409f-9acf-2fe660055a61,20,20,t_8bac0166-7db1-4672-830e-19f2e949ccd8,True
0_066c419e-2b77-4999-9adb-e8cbacd96e31,20,20,t_1db9b7f4-ba58-416c-a830-f51d4aa80738,True
0_066ce75c-1c97-4e04-98a4-b270bbaeec43,11,11,t_5718ab08-3a15-4d3f-9e63-42b2f6805e31,True
0_066cf5f8-263e-472d-9a12-13aa5638fe7c,10,10,t_c748d8ca-ad2f-48ed-bcdf-c4fc11c3aeb3,False
0_066d2264-38dd-4594-90e2-35f5ec4bc288,11,11,t_70f66bb9-c877-42a8-be63-7c28a126a00c,False
0_066d3a15-dabf-454d-8582-6482dfa62663,20,20,t_f9d9ad34-8301-45c9-9dad-980281c038c4,True
0_066d3afd-282b-411b-9800-85e9bdcd259a,10,10,t_4d78c7f5-40b9-4d5d-a6e2-f7e6a0129618,True
0_066de8c7-8c47-4591-95ff-e489d3e44fc6,20,20,t_fb493d48-c98a-4101-8091-70d3a520d2c6,True
0_066df7b0-ac85-4313-909b-abda424af685,20,20,t_d18bd972-dba7-4e48-91b1-4aeee9a51bbe,False
0_066e1d08-dc0b-4757-a7fe-f769f51af5cf,20,20,t_96ceaed2-f5e1-4b22-92c0-62519faf0372,False
0_066e7ac3-5868-49c6-9f2d-575129f2dca3,12,12,t_541f791d-8bd1-411f-9749-84e8c18c9bdc,True
0_0670646f-72be-42cb-aad6-c4a806bebe5e,14,14,t_8356a2d8-aa71-4a83-ae79-e4e206767ca7,False
0_0670946f-92ee-4591-820d-b6de2ef8500e,15,15,t_46050bca-8c5a-42f6-b432-26877b8542e6,False
0_06719f22-68d3-44fc-b396-2ea01b97aac7,12,12,t_a5fab7b3-d4aa-476c-82b5-fcb8892ac202,False
0_0671ccd1-5792-41e0-9381-47466842f5ef,20,20,t_97f5ce68-328d-4690-891e-55ed364dbd02,True
0_06723c7a-efbf-4191-8b19-37ab32e22902,20,20,t_e4f5fbc4-14f3-4358-b6d0-97bba9982987,True
0_06726b8b-6d7d-499a-a535-28d99f1463b8,20,20,t_8f1f80da-a129-4a70-aa8c-e1a2553796c8,False
0_0672f00e-f0b1-4c67-acfe-64c38a1081e9,12,12,t_309812b2-11d2-47ed-90fb-c0dbf25b0866,False
0_06735f14-9fcd-47fc-976e-3febb8aad4fc,10,10,t_0824da10-143f-4192-ada1-447799d81684,False
0_0673988f-71d7-4420-816e-b3285d43c3d9,16,16,t_8fb253d8-db35-47ce-af84-a2245218d3dd,False
0_0673ccb7-90b6-4d07-9855-8cf0194b6b11,20,20,t_53c834ad-dff9-4800-a65e-4a7e055b02df,False
0_0673e70d-1ede-4ee1-8ab9-045825e12c39,20,20,t_5251093f-6b0d-45d3-8d5a-32354344770d,False
0_0674367b-535f-4291-8d9a-e84fb1c8d510,15,15,t_03c077d0-15bb-40d9-9763-f811e518669b,True
